make,model,make_model,branch,date_of_sale,month,is_late_to_pay,is_late_to_pay_word,payment_expected,payment_actual,payment_ratio,payment_full,payment_full_word
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,03/03/2021,March,0,NO,86480,86480,100,0,NO
Sonlink,125-A1,Sonlink 125-A1,Kisumu,06/01/2021,January,0,NO,53543,53543,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,12/02/2021,February,0,NO,86961,86961,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,23/06/2021,June,1,YES,143290,15800,11.02658943,1,YES
Boxer,BM 100,Boxer BM 100,Nairobi,08/01/2021,January,0,NO,74870,74870,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,23/06/2021,June,0,NO,134804,134804,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Migori,13/04/2021,April,0,NO,118588,118588,100,0,NO
Sonlink,KC 150CC,Sonlink KC 150CC,Mombasa,24/02/2021,February,0,NO,72211,72211,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,17/05/2021,May,0,NO,128594,128594,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,13/02/2021,February,0,NO,68299,68299,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,21/06/2021,June,0,NO,123808,123808,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,05/01/2021,January,1,YES,83129,26663,32.07424605,1,YES
TVS,HLX 150,TVS HLX 150,Nairobi,23/04/2021,April,0,NO,119551,119551,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,04/03/2021,March,0,NO,86480,86480,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,01/03/2021,March,0,NO,101280,101280,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,14/06/2021,June,0,NO,126588,126588,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Mombasa,29/04/2021,April,0,NO,115443,115443,100,0,NO
Sonlink,150-KD,Sonlink 150-KD,Nairobi,02/03/2021,March,0,NO,85140,85140,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Kisumu,26/03/2021,March,1,YES,117666,40128,34.10330937,1,YES
Boxer,BM 150,Boxer BM 150,Nairobi,15/04/2021,April,0,NO,108085,108085,100,0,NO
Sonlink,150-KD,Sonlink 150-KD,Migori,07/04/2021,April,1,YES,102961,20405,19.81818358,1,YES
TVS,HLX 150,TVS HLX 150,Kisumu,31/03/2021,March,0,NO,92443,92443,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,07/04/2021,April,0,NO,101352,101352,100,0,NO
Boxer,BM X150,Boxer BM X150,Nairobi,05/01/2021,January,0,NO,64429,64429,100,0,NO
Sonlink,150-KD,Sonlink 150-KD,Bungoma,06/04/2021,April,0,NO,99820,99820,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,05/03/2021,March,1,YES,96917,19650,20.27508074,1,YES
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,08/02/2021,February,0,NO,66068,66068,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,26/01/2021,January,0,NO,92510,92510,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Kisumu,14/06/2021,June,0,NO,111136,111136,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,04/02/2021,February,0,NO,82508,82508,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Mombasa,03/02/2021,February,0,NO,82126,82126,100,0,NO
TVS,STAR 100CC KS,TVS STAR 100CC KS,Bungoma,25/03/2021,March,0,NO,98369,98369,100,0,NO
TVS,HLX 150,TVS HLX 150,Nairobi,06/05/2021,May,1,YES,136360,21456,15.7348196,1,YES
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,13/01/2021,January,0,NO,61340,61340,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,29/04/2021,April,1,YES,132150,24264,18.36095346,1,YES
Boxer,BM 100,Boxer BM 100,Migori,11/05/2021,May,0,NO,104520,104520,100,0,NO
Sonlink,125-A1,Sonlink 125-A1,Nairobi,15/03/2021,March,0,NO,79216,79216,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Migori,29/04/2021,April,0,NO,121290,121290,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,12/05/2021,May,0,NO,128532,128532,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,24/03/2021,March,0,NO,92909,92909,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,17/05/2021,May,0,NO,101000,101000,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,26/04/2021,April,0,NO,110424,110424,100,0,NO
TVS,HLX 150,TVS HLX 150,Nairobi,13/01/2021,January,0,NO,124802,124802,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,03/05/2021,May,0,NO,101584,101584,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,11/05/2021,May,0,NO,105640,105640,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,19/02/2021,February,0,NO,84268,84268,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,17/06/2021,June,0,NO,113128,113128,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,14/04/2021,April,0,NO,122586,122586,100,0,NO
Boxer,BM X125,Boxer BM X125,Nairobi,05/05/2021,May,1,YES,117946,10330,8.758245299,1,YES
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,06/04/2021,April,0,NO,107078,107078,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,16/02/2021,February,0,NO,84989,84989,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,14/04/2021,April,0,NO,119154,119154,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,17/02/2021,February,0,NO,83593,83593,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,01/03/2021,March,0,NO,88096,88096,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Kisumu,06/04/2021,April,0,NO,113179,113179,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,09/01/2021,January,0,NO,84583,84583,100,0,NO
TVS,STAR 100CC KS,TVS STAR 100CC KS,Bungoma,09/04/2021,April,0,NO,93683,93683,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Migori,25/01/2021,January,0,NO,74590,74590,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,13/04/2021,April,1,YES,134273,34556,25.73562816,1,YES
TVS,HLX 100CC,TVS HLX 100CC,Kisumu,31/05/2021,May,0,NO,107512,107512,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Migori,15/06/2021,June,0,NO,121100,121100,100,0,NO
TVS,HLX 150,TVS HLX 150,Nairobi,08/06/2021,June,0,NO,134492,134492,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,26/05/2021,May,1,YES,135770,17667,13.01244752,1,YES
TVS,STAR 100CC KS,TVS STAR 100CC KS,Bungoma,31/03/2021,March,0,NO,100952,100952,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,11/06/2021,June,0,NO,130611,130611,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,03/06/2021,June,0,NO,105929,105929,100,0,NO
TVS,STAR 100CC KS,TVS STAR 100CC KS,Bungoma,20/03/2021,March,0,NO,89070,89070,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,19/04/2021,April,1,YES,138852,48115,34.65200357,1,YES
Boxer,BM 150,Boxer BM 150,Mombasa,07/01/2021,January,0,NO,71330,71330,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,28/05/2021,May,1,YES,136382,16240,11.90772976,1,YES
TVS,HLX 150,TVS HLX 150,Mombasa,06/05/2021,May,0,NO,126952,126952,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Migori,04/05/2021,May,1,YES,103596,2835,2.736592146,1,YES
TVS,HLX 150,TVS HLX 150,Mombasa,06/05/2021,May,0,NO,50400,50400,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Kisumu,26/02/2021,February,0,NO,90549,90549,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,08/02/2021,February,0,NO,86079,86079,100,0,NO
Sonlink,SL150-KDX,Sonlink SL150-KDX,Nairobi,08/03/2021,March,1,YES,94848,39274,41.40730432,1,YES
Boxer,BM 100,Boxer BM 100,Kisumu,13/04/2021,April,0,NO,94668,94668,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,15/04/2021,April,0,NO,102983,102983,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,18/02/2021,February,0,NO,83326,83326,100,0,NO
Boxer,BM X150,Boxer BM X150,Nairobi,26/04/2021,April,0,NO,118495,118495,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,10/06/2021,June,0,NO,134285,134285,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,21/04/2021,April,0,NO,118165,118165,100,0,NO
TVS,HLX 150,TVS HLX 150,Nairobi,09/01/2021,January,0,NO,90628,90628,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,13/04/2021,April,0,NO,108720,108720,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,06/01/2021,January,0,NO,89166,89166,100,0,NO
Boxer,BM X150,Boxer BM X150,Mombasa,19/05/2021,May,0,NO,124362,124362,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,10/06/2021,June,0,NO,110584,110584,100,0,NO
Sonlink,125-A2,Sonlink 125-A2,Nairobi,10/03/2021,March,0,NO,90044,90044,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,07/01/2021,January,0,NO,60985,60985,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,21/04/2021,April,0,NO,121246,121246,100,0,NO
TVS,STAR 100CC KS,TVS STAR 100CC KS,Bungoma,26/02/2021,February,0,NO,84620,84620,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,10/03/2021,March,0,NO,92112,92112,100,0,NO
TVS,STAR 100CC KS,TVS STAR 100CC KS,Bungoma,09/03/2021,March,0,NO,96495,96495,100,0,NO
Boxer,BM 100,Boxer BM 100,Kisumu,19/05/2021,May,0,NO,106057,106057,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,17/04/2021,April,0,NO,101446,101446,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,02/03/2021,March,0,NO,93296,93296,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,14/06/2021,June,0,NO,110757,110757,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,31/05/2021,May,0,NO,122135,122135,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,13/01/2021,January,0,NO,97510,97510,100,0,NO
Sonlink,125-A2,Sonlink 125-A2,Migori,08/03/2021,March,1,YES,67327,33627,49.94578698,1,YES
Boxer,BM 100,Boxer BM 100,Bungoma,19/04/2021,April,0,NO,105610,105610,100,0,NO
Boxer,BM 100,Boxer BM 100,Nairobi,02/06/2021,June,0,NO,109947,109947,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Migori,07/04/2021,April,0,NO,66567,66567,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,09/06/2021,June,0,NO,131991,131991,100,0,NO
TVS,STAR 100CC KS,TVS STAR 100CC KS,Kisumu,06/02/2021,February,1,YES,110882,57035,51.43756426,1,YES
TVS,STAR 100CC KS,TVS STAR 100CC KS,Bungoma,17/03/2021,March,0,NO,90406,90406,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,17/05/2021,May,0,NO,107512,107512,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,07/04/2021,April,0,NO,121246,121246,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,20/01/2021,January,0,NO,76025,76025,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,16/04/2021,April,1,YES,104579,19906,19.03441417,1,YES
Boxer,BM 150,Boxer BM 150,Nairobi,23/03/2021,March,0,NO,97796,97796,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,29/04/2021,April,0,NO,104440,104440,100,0,NO
Boxer,BM 100,Boxer BM 100,Nairobi,20/04/2021,April,0,NO,99909,99909,100,0,NO
Sonlink,150-KD,Sonlink 150-KD,Nairobi,15/03/2021,March,0,NO,92480,92480,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,09/02/2021,February,0,NO,95367,95367,100,0,NO
Sonlink,125-A1,Sonlink 125-A1,Nairobi,22/02/2021,February,0,NO,75033,75033,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Kisumu,05/02/2021,February,0,NO,78784,78784,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,22/04/2021,April,1,YES,124152,20501,16.51282299,1,YES
Boxer,BM 100,Boxer BM 100,Nairobi,15/03/2021,March,0,NO,86325,86325,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,21/04/2021,April,0,NO,108751,108751,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,01/03/2021,March,0,NO,77800,77800,100,0,NO
Boxer,BM X125,Boxer BM X125,Nairobi,12/05/2021,May,0,NO,101210,101210,100,0,NO
Boxer,BM 100,Boxer BM 100,Kisumu,27/04/2021,April,1,YES,110257,16990,15.40945246,1,YES
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,19/05/2021,May,0,NO,118669,118669,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,14/01/2021,January,0,NO,84485,84485,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,25/02/2021,February,0,NO,82967,82967,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,27/02/2021,February,0,NO,86079,86079,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,18/06/2021,June,0,NO,135725,135725,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Migori,01/04/2021,April,0,NO,120976,120976,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Migori,21/04/2021,April,1,YES,113606,10143,8.928225622,1,YES
Boxer,BM 150,Boxer BM 150,Nairobi,13/04/2021,April,1,YES,92130,22400,24.3134701,1,YES
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,15/03/2021,March,0,NO,91843,91843,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Bungoma,31/03/2021,March,0,NO,111974,111974,100,0,NO
Sonlink,150-KD,Sonlink 150-KD,Nairobi,25/02/2021,February,0,NO,94448,94448,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,28/01/2021,January,0,NO,87778,87778,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,07/06/2021,June,0,NO,109131,109131,100,0,NO
Sonlink,125-A1,Sonlink 125-A1,Bungoma,12/05/2021,May,0,NO,61886,61886,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Mombasa,05/02/2021,February,0,NO,89006,89006,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,26/05/2021,May,1,YES,112022,9286,8.289443145,1,YES
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,26/04/2021,April,0,NO,108751,108751,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,04/01/2021,January,0,NO,81636,81636,100,0,NO
Boxer,BM 150,Boxer BM 150,Kisumu,15/01/2021,January,0,NO,89200,89200,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Migori,19/05/2021,May,0,NO,124910,124910,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,27/01/2021,January,1,YES,107444,30648,28.52462678,1,YES
Boxer,BM 150,Boxer BM 150,Nairobi,09/04/2021,April,0,NO,124920,124920,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,19/02/2021,February,1,YES,109325,24551,22.45689458,1,YES
Boxer,BM 100,Boxer BM 100,Migori,03/05/2021,May,0,NO,96575,96575,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Kisumu,12/05/2021,May,0,NO,99157,99157,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,16/04/2021,April,0,NO,115135,115135,100,0,NO
TVS,HLX 150,TVS HLX 150,Migori,13/05/2021,May,0,NO,138228,138228,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,25/01/2021,January,0,NO,84903,84903,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Kisumu,25/03/2021,March,0,NO,93805,93805,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,29/04/2021,April,0,NO,123083,123083,100,0,NO
TVS,LX 100CC KS,TVS LX 100CC KS,Nairobi,16/03/2021,March,0,NO,91417,91417,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Kisumu,22/04/2021,April,0,NO,100854,100854,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,03/02/2021,February,0,NO,95992,95992,100,0,NO
Boxer,BM 150,Boxer BM 150,Bungoma,04/01/2021,January,0,NO,79509,79509,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,18/02/2021,February,0,NO,85319,85319,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,14/06/2021,June,0,NO,133605,133605,100,0,NO
Boxer,BM 100,Boxer BM 100,Nairobi,07/05/2021,May,0,NO,102508,102508,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,27/03/2021,March,0,NO,107594,107594,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,16/04/2021,April,0,NO,98784,98784,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Migori,27/04/2021,April,0,NO,121290,121290,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,05/01/2021,January,0,NO,77038,77038,100,0,NO
Boxer,BM 150,Boxer BM 150,Bungoma,15/02/2021,February,1,YES,127555,56700,44.45141312,1,YES
Boxer,BM 150,Boxer BM 150,Nairobi,29/04/2021,April,0,NO,124574,124574,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,08/05/2021,May,0,NO,104520,104520,100,0,NO
Boxer,BM 100,Boxer BM 100,Kisumu,31/05/2021,May,0,NO,104956,104956,100,0,NO
Boxer,BM 100 ES,Boxer BM 100 ES,Bungoma,19/04/2021,April,0,NO,100765,100765,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Migori,09/02/2021,February,0,NO,90261,90261,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,22/01/2021,January,0,NO,69620,69620,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,09/06/2021,June,0,NO,125372,125372,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,30/06/2021,June,0,NO,125271,125271,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,22/02/2021,February,0,NO,76499,76499,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Kisumu,07/06/2021,June,0,NO,128437,128437,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Migori,06/05/2021,May,0,NO,124910,124910,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,26/03/2021,March,0,NO,110745,110745,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,13/04/2021,April,0,NO,102553,102553,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,03/05/2021,May,0,NO,104520,104520,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,21/05/2021,May,1,YES,119890,26440,22.05354909,1,YES
TVS,HLX 100CC,TVS HLX 100CC,Migori,14/04/2021,April,0,NO,106839,106839,100,0,NO
TVS,STAR 100CC KS,TVS STAR 100CC KS,Bungoma,29/04/2021,April,0,NO,99933,99933,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,04/06/2021,June,0,NO,115164,115164,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,07/06/2021,June,0,NO,130255,130255,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Mombasa,26/05/2021,May,0,NO,130195,130195,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,24/02/2021,February,0,NO,101280,101280,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,28/06/2021,June,0,NO,114642,114642,100,0,NO
Boxer,BM 100,Boxer BM 100,Kisumu,07/05/2021,May,0,NO,102276,102276,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,11/05/2021,May,0,NO,104282,104282,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,03/05/2021,May,0,NO,95787,95787,100,0,NO
Boxer,BM 100,Boxer BM 100,Mombasa,16/01/2021,January,0,NO,48158,48158,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,16/04/2021,April,1,YES,90811,9568,10.53616853,1,YES
TVS,HLX 100CC,TVS HLX 100CC,Kisumu,14/01/2021,January,0,NO,69362,69362,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,30/04/2021,April,0,NO,122915,122915,100,0,NO
Boxer,BM 100,Boxer BM 100,Kisumu,06/01/2021,January,0,NO,64649,64649,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,29/04/2021,April,1,YES,127154,31658,24.89736855,1,YES
Boxer,BM 100,Boxer BM 100,Migori,06/04/2021,April,0,NO,103007,103007,100,0,NO
Boxer,BM X150,Boxer BM X150,Nairobi,18/01/2021,January,0,NO,83011,83011,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,14/04/2021,April,0,NO,101872,101872,100,0,NO
Boxer,CT 125,Boxer CT 125,Migori,06/03/2021,March,0,NO,44956,44956,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,09/01/2021,January,0,NO,74262,74262,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,05/01/2021,January,0,NO,78756,78756,100,0,NO
Boxer,BM X125,Boxer BM X125,Nairobi,04/01/2021,January,0,NO,67980,67980,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,24/05/2021,May,0,NO,105664,105664,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,20/05/2021,May,0,NO,102046,102046,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,26/05/2021,May,0,NO,104579,104579,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,24/03/2021,March,0,NO,85020,85020,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,31/05/2021,May,0,NO,107944,107944,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,31/05/2021,May,0,NO,105983,105983,100,0,NO
Boxer,BM 150,Boxer BM 150,Bungoma,18/01/2021,January,0,NO,89406,89406,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,29/03/2021,March,0,NO,111905,111905,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,05/05/2021,May,0,NO,101837,101837,100,0,NO
Boxer,BM 150,Boxer BM 150,Mombasa,05/06/2021,June,0,NO,136042,136042,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,09/02/2021,February,0,NO,78875,78875,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,12/02/2021,February,0,NO,66770,66770,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,13/04/2021,April,0,NO,110234,110234,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,21/06/2021,June,0,NO,113844,113844,100,0,NO
Boxer,BM 100,Boxer BM 100,Nairobi,13/04/2021,April,1,YES,104520,13220,12.64829698,1,YES
Sonlink,125-A2,Sonlink 125-A2,Bungoma,06/01/2021,January,1,YES,95781,43578,45.49754127,1,YES
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,24/06/2021,June,0,NO,113656,113656,100,0,NO
Boxer,BM 100 ES,Boxer BM 100 ES,Mombasa,26/04/2021,April,0,NO,99142,99142,100,0,NO
TVS,HLX 150,TVS HLX 150,Migori,04/05/2021,May,0,NO,125152,125152,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,14/06/2021,June,0,NO,123808,123808,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Mombasa,14/01/2021,January,0,NO,94892,94892,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,29/04/2021,April,0,NO,101446,101446,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,19/04/2021,April,0,NO,107462,107462,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,18/05/2021,May,0,NO,109131,109131,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,20/04/2021,April,1,YES,102775,11868,11.54755534,1,YES
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,08/02/2021,February,0,NO,77805,77805,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,15/02/2021,February,0,NO,89171,89171,100,0,NO
Boxer,BM 100,Boxer BM 100,Kisumu,03/05/2021,May,0,NO,103434,103434,100,0,NO
Boxer,BM 150,Boxer BM 150,Kisumu,04/05/2021,May,0,NO,121746,121746,100,0,NO
Boxer,BM 150,Boxer BM 150,Mombasa,07/06/2021,June,0,NO,127652,127652,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,28/05/2021,May,0,NO,121792,121792,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Kisumu,16/02/2021,February,0,NO,83593,83593,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,19/02/2021,February,0,NO,105026,105026,100,0,NO
Sonlink,125-A2,Sonlink 125-A2,Kisumu,25/01/2021,January,0,NO,81716,81716,100,0,NO
Boxer,BM 100,Boxer BM 100,Kisumu,05/05/2021,May,0,NO,95564,95564,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,12/06/2021,June,0,NO,126707,126707,100,0,NO
Boxer,BM 150,Boxer BM 150,Kisumu,13/04/2021,April,0,NO,112799,112799,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,21/06/2021,June,0,NO,111508,111508,100,0,NO
Sonlink,KC 150CC,Sonlink KC 150CC,Mombasa,22/03/2021,March,0,NO,97234,97234,100,0,NO
Boxer,BM 150,Boxer BM 150,Mombasa,22/01/2021,January,0,NO,92215,92215,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Mombasa,06/01/2021,January,0,NO,88406,88406,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Mombasa,26/02/2021,February,0,NO,101440,101440,100,0,NO
Boxer,BM 100,Boxer BM 100,Kisumu,05/01/2021,January,1,YES,81815,20061,24.51995355,1,YES
TVS,HLX 150CC,TVS HLX 150CC,Mombasa,21/05/2021,May,0,NO,129191,129191,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Bungoma,08/04/2021,April,0,NO,114995,114995,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,19/04/2021,April,0,NO,117622,117622,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,12/04/2021,April,0,NO,91285,91285,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,15/01/2021,January,0,NO,91735,91735,100,0,NO
Boxer,BM 100,Boxer BM 100,Nairobi,13/03/2021,March,0,NO,87295,87295,100,0,NO
TVS,STAR 100CC KS,TVS STAR 100CC KS,Bungoma,01/03/2021,March,0,NO,91833,91833,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,08/05/2021,May,0,NO,104520,104520,100,0,NO
